År,Månad,Företag,M,L,C,KD,S,V,MP,FI,PP,SD,Övriga,Osäkra,Publicerad,Intervjuperiod,Intervjuer
2010,Juni,SCB,29.2,5.8,4.6,4.5,33.8,5.6,10.7,,,3.9,1.8,,10 juni,28 apr-30 maj,6135
2010,Juni,Novus (1),32.1,5.7,5.2,3.9,31.5,5,9.9,,,4.8,1.8,11.1,9 juni,25 maj-7 juni,2000
2010,Juni,Demoskop,34.5,7.6,4.8,4,29.9,4.6,9.8,,,3.3,1.5,15.6,4 juni,26 maj-2 juni,1117
2010,Juni,Sentio Research,31.1,5.6,4.7,4.4,30.3,6.4,10.1,,,5.3,2.1,,3 juni,Maj,2894
,,,,,,,,,,,,,,,,,
2010,Maj,Synovate,31.8,7.2,4.7,4.6,32.5,5.2,8.8,,,3.4,1.8,20.1,28 maj,10-26 maj,2690
2010,Maj,Novus (2),30.3,6.1,5.3,4.5,32.5,6.9,8.5,,,4,1.9,12.8,27 maj,11-24 maj,2000
2010,Maj,United Minds,29.8,5.7,4.9,4.7,31,6.5,10,,,5.5,2,,25 maj,26 apr-23 maj,1039
2010,Maj,Skop,30.3,6,5,4,33.7,5.8,10.9,,,2.9,1.4,6,24 maj,28 apr-19 maj,1133
2010,Maj,Sifo,30.9,6.7,5.1,3.5,34.3,4.3,10.7,,,3.5,1,15,14 maj,3-11 maj,1917
2010,Maj,Novus (1),31.2,6.3,4.9,4.1,33.6,5.6,8.3,,,4.6,1.5,14.3,12 maj,27 apr-10 maj,2000
2010,Maj,Demoskop,30.6,9,4.2,5.4,33.8,4.8,8.8,,,2.1,1.3,16.4,6 maj,28 apr-5 maj,1006
,,,,,,,,,,,,,,,,,
2010,April,Synovate,28.8,5.9,4.6,3.8,35.1,5.6,10.6,,,4,1.7,19.5,30-Apr,12-28 apr,2677
2010,April,Sentio Research,28.5,6.3,4.8,4.2,33.4,5,10.8,,,5,2,,29-Apr,apr,2901
2010,April,United Minds,27.1,6.6,5.4,5.2,30.5,6.4,11.7,,,4.2,2.9,,27-Apr,29 mars-25 apr,1083
2010,April,Novus,28.1,6.4,4.9,4.8,35.8,4.5,9.7,,,3.6,2.3,12.9,21-Apr,6-19 apr,2000
2010,April,Sifo,29.8,6.2,4.9,4.1,34.1,5.4,9,,,4.9,1.6,14.4,18-Apr,6-15 apr,1945
2010,April,Skop,28.1,7,5.2,4.6,33.6,4.5,10.3,,,5,1.8,,15-Apr,18 mars-10 apr,1058
2010,April,Demoskop,28.1,7.6,4.2,3.7,35.6,5.4,11.3,,,3.2,0.7,14.5,12-Apr,31 mars-7 apr,1008
2010,April,Sentio Research,28,6.4,5.1,4.4,32.1,5.3,8.8,,,7.6,2.2,,04-Apr,16-28 mars,1946
,,,,,,,,,,,,,,,,,
2010,Mars,United Minds,27.3,7.1,4.6,5.6,30.6,5.8,10.8,,,5.5,2.7,11.5,30 mars,1-28 mars,1144
2010,Mars,Synovate,27.5,7.2,5.1,4.6,33.7,5.2,10.2,,,3.6,2.8,19.9,26 mars,8-24 mars,2699
2010,Mars,Novus,26.9,6.1,5.4,4.2,35.8,6,9.9,,0.8,4.3,1.4,12.3,18 mars,2-15 mars,2000
2010,Mars,Skop,28.9,6.6,3.9,4.9,32.1,6.8,10.8,,,2.7,3.3,,14 mars,16 feb-10 mars,1000
2010,Mars,Sifo,30.8,5.9,4.7,3.8,34,5.6,10.6,,,3.8,0.9,15,14 mars,1-11 mars,1916
2010,Mars,Demoskop,27.3,7.2,4.7,5.3,34.4,5.1,10.6,,,4.3,1,13.6,6 mars,24 feb - 3 mars,1011
2010,Mars,Sentio Research,27.3,5.4,4.5,5.4,33.6,5.6,9.2,,,6.3,2.7,,5 mars,9-28 feb,3027
2010,Mars,United Minds,26.4,6,3.9,5.2,30.8,6.4,13.1,,1.9,5.4,2.8,,1 mars,21-25 feb,1106
,,,,,,,,,,,,,,,,,
2010,Februari,Synovate,27.7,6.3,4.9,4.1,35.2,4.8,9.7,,,5.6,1.8,19.8,26-Feb,8-24 feb,2712
2010,Februari,Novus,29.4,6.9,4.3,3.9,34.1,5.6,9.5,,0.6,4.5,1.8,15,19-Feb,2-15 feb,2000
2010,Februari,Sifo,29.6,6.5,5.6,3.9,34.6,5.1,9.3,,,3.4,2,16,14-Feb,1-11 feb,1925
2010,Februari,Skop,28.8,6.9,5.9,5,32.1,5.4,10.5,,,4.4,1,,12-Feb,24 jan-4 feb,1000
2010,Februari,Demoskop,29.9,6.4,5.1,4.8,35.2,6.2,7.6,,,3.8,1,10.8,05-Feb,27 jan-3 feb,1010
2010,Februari,United Minds,23.1,6.8,4,5.5,30.1,6.7,13.5,,2.2,6,4.3,,02-Feb,7-31 jan,1001
,,,,,,,,,,,,,,,,,
2010,Januari,Synovate,29.3,7.3,4.8,4.4,34.9,4.6,9.1,,,4.1,1.5,22,29-Jan,11-27 jan,2221
2010,Januari,Sentio Research,26.3,5.7,4.8,4.8,34.5,5.5,10.5,,,5.6,2.3,,28-Jan,5-27 jan,3026
2010,Januari,Sifo,25.8,6.7,5,4,36.9,5.5,9.4,,,5,1.8,14,24-Jan,11-21 jan,1919
2010,Januari,Novus,26.1,6.2,5.2,4.4,35.5,5,11.3,,1.1,4.4,2.2,15,20-Jan,5-18 jan,2000
2010,Januari,Demoskop,27.4,7.4,3.1,3.9,37.1,3.8,10.3,,,5,2,10.6,15-Jan,4-11 jan,1002
2010,Januari,Skop,28.9,9.3,4.7,3.4,31.1,6.4,10.9,,,3.2,2.1,,01-Jan,9-30 dec,1000
,,,,,,,,,,,,,,,,,
2009,December,Sentio Research,28.2,6.3,4.9,4.6,32,5.5,10.8,,1.7,5.9,1.8,,30-Dec,1-23 dec,2821
2009,December,United Minds,25,7,5.5,4.1,31.4,5.7,10.7,,,7.1,3.6,,22-Dec,28 nov-21 dec,1020
2009,December,Novus,25.9,7.4,5.5,3.7,34.2,6.4,10.9,,0.7,4.9,1.2,12.8,20-Dec,1-14 dec,2000
2009,December,Synovate,26.7,6.7,4.9,4.7,34.3,5.3,9.8,,~1.0,5.3,2.4,20.3,17-Dec,2-16 dec,2221
2009,December,Sifo,25.1,6.8,5.2,3.7,36.7,5.2,10.3,,,5.1,2,14.2,13-Dec,30 nov-10 dec,1901
2009,December,SCB,26.2,6.5,5,4.8,36.5,5.1,8.4,,,5.1,2.4,,10-Dec,28 okt-25 nov,6398
2009,December,Skop,28,7.8,6.8,5,32.8,4.9,9.6,,,4.1,1,,05-Dec,3-30 nov,1100
2009,December,Demoskop,25.3,8.9,5.6,4.5,34.8,5.9,9.7,,,3.5,1.8,10.1,04-Dec,27 nov-2 dec,1011
,,,,,,,,,,,,,,,,,
2009,November,Synovate,30.2,6.2,4.9,4.1,35,4.6,9.1,,,4.7,1.2,19.4,27-Nov,11-25 nov,1972
2009,November,United Minds,27.4,6.8,4.4,3.7,29.7,6.9,10.4,,2.5,5.7,5,,24-Nov,26 okt - 23 nov,1166
2009,November,Novus,28.2,6.6,5.5,4.7,33.4,5.7,8.9,,0.9,5.4,1.6,11.5,19-Nov,3-16 nov,2000
2009,November,Sentio Research,28.4,6,4.3,5,31.5,5.5,9.3,,,7.2,2.8,,18-Nov,3-15 nov,2883
2009,November,Sifo,28.5,7,4.5,4,33.3,5.9,9.7,,,5.8,1.4,14.1,15-Nov,2-12 nov,1894
2009,November,Demoskop,29.3,7.1,4.5,3.8,33.9,6.4,9.4,,,4.4,1.2,11,09-Nov,28 okt - 4 nov,1004
2009,November,Skop,28.9,7.7,5.5,4.7,33.5,4.3,8.6,,,4.4,2.4,,04-Nov,11 okt - 3 nov,1100
,,,,,,,,,,,,,,,,,
2009,Oktober,Synovate,29,7.8,5,4.7,34.6,4.8,7.8,,1.5,3.9,2.4,20,28 okt,5-26 okt,2623
2009,Oktober,United Minds,26.6,5.9,4.6,4.2,33.7,5.7,8.6,,2.1,6,4.6,,27 okt,5-25 okt,1878
2009,Oktober,Novus,26.9,6.8,6.2,4.3,36.4,4.7,8.6,,0.9,4,2.1,14.1,22 okt,6-19 okt,1941
2009,Oktober,Sifo,29.2,6.3,4.6,4.3,35.7,5.9,7.6,,,4.7,1.8,12.6,18 okt,5-15 okt,1907
2009,Oktober,Skop,28.4,8.4,5.9,5.1,32.9,5.3,8.9,,,3.6,1.7,,18 okt,10 sept - 9 okt,1793
2009,Oktober,Demoskop,27.2,7.5,5.5,3.7,35.5,6.5,8.8,,,3.7,1.6,12.6,10 okt,30 sept - 7 okt,1005
2009,Oktober,United Minds,25.3,7.9,6.3,4.5,32.6,6.1,7.9,,2.3,5.6,3.8,11.3,6 okt,8 sept - 5 okt,1114
,,,,,,,,,,,,,,,,,
2009,September,Synovate,29.8,6,5.1,4.2,34,6.8,8,,,3.7,2.3,18.1,19-Sep,2 - 16 sept,2197
2009,September,Novus,27.2,6.3,5.8,4.2,34.9,5.9,8.7,,1.8,4.2,2.6,12.1,17-Sep,1 - 14 sept,2000
2009,September,Skop,28.9,9.2,5.9,5.7,31.8,5,9.1,,2.5,2.4,2.3,6,13-Sep,12 aug - 4 sept,1136
2009,September,Sifo,29,7.3,5,3.7,34,5.5,8.9,,1.6,3.9,2.7,11.8,13-Sep,31 aug - 10 sept,1895
2009,September,United Minds,25.3,7,5,4.6,31.6,6.4,8.7,,3.1,5.3,6.1,12.1,08-Sep,12 aug - 6 sept,3110
2009,September,Demoskop,27.8,8.6,4.6,4.1,36.6,5.1,7.8,,,4.4,1.1,14.4,03-Sep,26 aug - 2 sept,1007
,,,,,,,,,,,,,,,,,
2009,Augusti,Synovate,26.7,8.4,5.5,4.4,36.3,5.3,8.1,,1-1.5,3.2,2.1,21.6,26 juni,17 - 26 aug,1941
2009,Augusti,Novus,25.5,7.8,6.3,4.6,33.7,5.9,9,,1.7,4.6,2.7,14.5,27-Aug,11 - 24 aug,2000
2009,Augusti,Sifo,27.6,6.8,6.1,4.7,32.8,6.1,9.2,,1.6,4.2,2.5,12.8,23-Aug,10 - 20 aug,1911
2009,Augusti,Skop,29.5,7.2,6.1,4.7,31.6,6,8.6,,2.5,3.1,3.1,8,13-Aug,27 juli - 11 aug,1132
2009,Augusti,United Minds,26.3,7.6,4.6,3.6,29.5,7.4,9.8,,2.9,5.6,5.5,11.9,13-Aug,18 juli - 12 aug,1066
2009,Augusti,Demoskop,28,9.4,7.1,2.7,32.1,7.4,9.5,,,1.7,2,12.7,,,
,,,,,,,,,,,,,,,,,
2009,Juli,Skop,27.5,10.1,4.5,6.1,31.9,6,9,,,3.3,1.7,,20 juli,11 juni - 7 juli,1100
2009,Juli,United Minds,26.8,6.5,4.5,4,31.4,6.7,10,,4.2,4.1,6,9.4,19 juli,24 juni -17 juli,1914
2009,Juli,Demoskop,26.7,9.1,4.7,3.7,33.3,5.5,9.3,,,4,3.7,15.7,3 juli,24 juni - 1 juli,1009
,,,,,,,,,,,,,,,,,
2009,Juni,Synovate,28.1,7.8,5.4,4,34,5.4,8,,02-Mar,3.3,4.1,18.2,26 juni,9 - 23 juni,2289
2009,Juni,Novus,24.4,7.9,5.3,4.5,34.3,5.8,9.5,,2.4,3.5,4.9,12,25 juni,9 - 22 juni,2000
2009,Juni,United Minds,24,7.6,5.5,3.8,32,5.7,10.5,,3.9,4.7,6,5,23 juni,8 - 22 juni,2069
2009,Juni,SCB,29.9,5.5,5.5,4.3,36.6,5.7,6,,2.6,3,3.4,,17 juni,28 april - 1 juni,6506
2009,Juni,Sifo,28.2,8.8,5,4.2,32.8,5.2,8.5,,2.7,3.1,4.2,13.5,14 juni,1-11 juni,1897
2009,Juni,Demoskop,33.1,6.6,4.8,5,33.6,5.2,5.5,,,4.5,1.8,11.9,,,
,,,,,,,,,,,,,,,,,
2009,Maj,Skop,31.6,6.4,5,4.5,33.4,5.3,7.8,,,3.8,2.2,9,29 maj,4 - 19 maj,1177
2009,Maj,Synovate,29.3,6.8,6.1,4.5,33.7,7,6.5,,,3.6,2.6,21.1,29 maj,7 - 27 maj,2441
2009,Maj,United Minds,28,6.7,5.3,4.8,31.1,6.7,9,,3,4.6,3.9,4.2,26 maj,28 april - 25 maj,1064
2009,Maj,Novus,29.5,6.5,5.4,4.3,34.6,7.4,7.3,,,2.6,2.4,14.9,23 maj,5 - 18 maj,2035
2009,Maj,Sifo,28.8,6.4,5.8,4.1,34.8,5.8,8.1,,,3,3.3,16.2,17 maj,4 - 14 maj,1898
2009,Maj,Demoskop,34.5,5.4,4.3,3.7,34.2,6.1,6.6,,,3.4,1.7,15,9 maj,29 april - 6 maj,1007
2009,Maj,Novus,29.6,5.2,5.4,4.5,35,7.3,6.7,,,4.4,1.9,12.5,1 maj,14-27 april,1942
,,,,,,,,,,,,,,,,,
2009,April,Synovate,32.1,5.6,5.7,3.8,33.5,7.3,6.4,,,3.6,2.1,21.1,24-Apr,7 - 22 april,2666
2009,April,Skop,33.2,6.5,7,3.9,33.8,6.7,5,,,3.2,0.6,8,19-Apr,1 - 18 april,1092
2009,April,Sifo,30.6,6.8,5.8,4.1,34.6,5.3,8.6,,,2.8,1.5,12.5,19-Apr,6 - 16 april,1914
2009,April,Skop,33.4,6,6.1,3.3,33.9,5.6,6.7,,,3.6,1.5,7,04-Apr,26 febr-1 april,1076
2009,April,Demoskop,35.5,7.3,3.4,3.8,30.9,6.8,7.5,,,4.2,0.6,14.2,04-Apr,25 mars - 2 april,1000
,,,,,,,,,,,,,,,,,
2009,Mars,Synovate,29.3,6.8,5.7,4.2,37.5,7,5.1,,,3.3,1.1,17.1,28 mars,10-25 mars,2475
2009,Mars,Novus,29.3,6.1,5.4,4.7,36.2,6.7,6.1,,,4,1.6,9.8,21 mars,3-16 mars,2000
2009,Mars,Sifo,31.1,5.6,6.3,3.3,37.5,5.5,6.6,,,2.6,1.4,14.1,15 mars,2 - 12 mars,1909
2009,Mars,Demoskop,26.5,8.4,6,3.6,39.5,7.2,6,,,2.1,0.7,14.2,11 mars,25 febr-3 mars,1004
,,,,,,,,,,,,,,,,,
2009,Februari,Synovate,28.8,7.1,5.2,4.9,38.1,5.6,6.3,,,2.9,1,20.5,28-Feb,10-25 febr,2480
2009,Februari,Skop,27.5,7.3,7.1,4.5,35.5,6.2,7.2,,,2.7,2.1,8,23-Feb,25 jan - 19 febr,1092
2009,Februari,Novus,27.3,7.2,5.3,3.4,36.7,6.4,7.5,,,4.1,2,11.4,21-Feb,3-16 febr,2000
2009,Februari,Sifo,26.2,7.7,5.9,4.3,37.9,5.6,7.7,,,3.5,1.2,16.1,15-Feb,2 - 12 febr,1915
2009,Februari,Demoskop,29,6.5,5,4.2,40.2,5.2,6.6,,,2.3,1.1,12.3,08-Feb,28 jan - 4 febr,1001
,,,,,,,,,,,,,,,,,
2009,Januari,Synovate,26.8,5.9,6,4.1,40.1,6,6,,,3.7,1.3,18.5,30-Jan,13-28 jan,2686
2009,Januari,Sifo,27.3,6.7,5.9,4.4,37.7,5.7,6.6,,,4.3,1.5,15.8,25-Jan,12-22 jan,1900
2009,Januari,Sentio,25.4,6.5,5.5,3.8,40.3,6.1,7.3,,,2.2,3.1,,24-Jan,6-18 jan,1930
2009,Januari,Novus,25.5,6.1,5.7,5.1,38.8,6.7,7.6,,,3,1.6,12.6,24-Jan,6-19 jan,2000
2009,Januari,Demoskop,31.5,6.1,5.2,2.5,38.1,6.8,6.6,,,2.5,0.6,14.8,11-Jan,2-8 jan,1009
2009,Januari,Skop,27.1,6.9,6.3,4.3,36.4,6.2,7.3,,,3.4,2.2,9,11-Jan,11 dec-7 jan,1002
,,,,,,,,,,,,,,,,,
2008,December,Novus,27.9,5.8,6.2,4.2,37.8,7.2,7.3,,,2.3,1.4,9.6,25-Dec,2-15 dec,2000
2008,December,Synovate,26.7,6.5,5.9,4.5,40,7.2,5.6,,,2.6,0.9,19.9,20-Dec,8 - 17 dec,1688
2008,December,Sifo,27.2,7.1,5.5,4,37.1,6.5,7.4,,,4.5,0.8,15.1,14-Dec,1-11 dec,1896
2008,December,SCB,24.8,6,5.9,4.6,42.3,5.7,6.1,,,3.2,1.5,,10-Dec,27 okt --24 nov,6900
2008,December,Demoskop,29.1,6.8,4,3.2,39.7,7.7,6.3,,,2.3,1,11.9,07-Dec,26 nov - 3 dec,1011
2008,December,Skop,26.1,7.6,7.3,5.9,37.4,5.4,7.2,,,2.6,0.6,6,01-Dec,27 okt - 26 nov,1055
,,,,,,,,,,,,,,,,,
2008,November,Synovate,25.2,5.5,5.7,4.4,42.3,5.3,6.5,,,3.6,1.5,18.6,28-Nov,10 - 26 nov,2672
2008,November,Novus,25.5,7.3,5.3,4.3,37.2,6.6,7.7,,,4.1,2,9.8,22-Nov,4-17 nov,2000
2008,November,Sifo,25.8,6.9,6.3,4.2,39.6,4.7,7.5,,,4.2,0.8,13.7,16-Nov,3 - 13 nov,1895
2008,November,Skop,23.6,7.3,6.8,5.5,36.8,7.7,6.2,,,4.7,1.5,7,07-Nov,22 sept - 26 okt,1082
2008,November,Demoskop,29,6.4,5.4,4.4,39.1,5.7,5.7,,,3.4,0.9,11.9,07-Nov,29 okt - 4 nov,1006
,,,,,,,,,,,,,,,,,
2008,Oktober,Synovate,26.1,7.3,5.6,3.3,39.5,7.4,7.3,,,2.3,1.2,19.6,31 okt,14-29 okt,2449
2008,Oktober,Sifo,24.6,6.2,6.7,4.1,42.5,5.4,6.4,,,3.5,0.7,13.9,19 okt,6-16 ookt,1889
2008,Oktober,Novus,22.8,6.2,5.5,4.3,40.8,6.1,6.4,,,3.8,4,10.4,18 okt,30 sept - 13 okt,2000
2008,Oktober,Synovate,24,6.6,7,3.7,42.5,5.9,5.6,,,3.4,1.3,19.1,18 okt,29 sept - 16 okt,2954
2008,Oktober,Demoskop,28.4,4.9,4.5,3.2,44.9,4.3,4.8,,,4.5,0.5,14.3,7 okt,24 sept - 1 okt,1002
,,,,,,,,,,,,,,,,,
2008,September,Synovate,21.6,6.5,6.1,3.7,45.7,5.1,6.2,,,3.8,1.2,19.3,26-Sep,8 - 24 sept,2694
2008,September,Skop,22.4,8.3,7.6,5.3,40.2,5.6,6.3,,,3.7,0.5,5,15-Sep,18 aug - 10 sept,1176
2008,September,Sifo,21.2,7.5,6,4.9,42.5,5.6,6.4,,,4.4,1.5,13.6,14-Sep,1 - 11 sept,1905
2008,September,Demoskop,24.1,8.1,4.5,3.2,45.6,6.2,5.6,,,2.1,0.6,12.7,12-Sep,27 aug - 3 sept,1009
,,,,,,,,,,,,,,,,,
2008,Augusti,Novus,21.3,6.7,6.2,4.9,42.4,5.9,6.6,,,3.7,2.2,13.2,31-Aug,12-26 aug,2000
2008,Augusti,Synovate,22.4,6.8,6.2,3.3,45.4,5.3,5.8,,,3.3,1.5,18.9,29-Aug,18-27 aug,1706
2008,Augusti,Sifo,22.2,6.8,6.7,5,42.8,5.1,5.5,,,4.4,1.5,16.6,24-Aug,11 - 21 aug,1908
2008,Augusti,Sentio,21.2,5.9,4.9,3.7,42.2,6.6,6.4,,,5.5,3.6,,05-Aug,15 - 20 juli,1000
2008,Augusti,Demoskop,25.1,7.6,5,3.3,40.8,6.4,7.7,,,3.1,1,14.3,,,1000
,,,,,,,,,,,,,,,,,
2008,Juli,Skop,23,7.5,6.9,5.5,38.9,5.6,7.2,,,4,1.4,7,16 juli,16 juni - 12 juli,
2008,Juli,Demoskop,24.4,6.3,5.4,3.1,43.5,5.8,6.9,,,2.6,1.9,12.7,2 juli,25 juni - 1 juli,1010
,,,,,,,,,,,,,,,,,
2008,Juni,Skop,26.2,7.5,6.5,5.5,36.8,6.8,7.2,,,2.5,1,4,24 juni,15 maj - 14 juni,1114
2008,Juni,Synovate,22.4,6.4,6.2,4.4,43.9,6.2,5.6,,,3.9,0.9,19.8,23 juni,4-17 juni,2864
2008,Juni,Novus,21.1,6.4,6.3,4.2,42.8,6.5,6.5,,,4.2,2,11.4,,,
2008,Juni,Sifo,22.6,7.7,5.5,4.4,41.6,5.4,6.6,,,4.2,2.1,14.8,15 juni,2 - 12 juni,1888
2008,Juni,SCB,22.4,6.8,6.2,4.6,44.7,5.1,5.9,,,2.8,1.4,,11 juni,28 april - 25 juni,6822
2008,Juni,Demoskop,22,7.7,6.3,4.5,44.4,4.6,6.8,,,2.5,1.3,14.1,8 juni,28 maj - 4 juni,1001
,,,,,,,,,,,,,,,,,
2008,Maj,Synovate,21.9,6.8,6.5,4.2,44.1,5.6,6.3,,,2.9,1.8,17.8,31 maj,12 - 28 maj,2698
2008,Maj,Sifo,22.1,7,6.5,5.6,43.6,5.1,5.6,,,3.4,1.3,15.1,18 maj,5 - 15 maj,1897
2008,Maj,Skop,24.8,8.3,6.7,5.3,38.8,5.6,6.8,,,2.9,0.9,7,17 maj,15 april - 14 maj,1125
2008,Maj,Demoskop,21.9,6.3,6,3.8,44.1,5.9,6.8,,,4.2,1,13,9 maj,29 april - 6 maj,1008
2008,Maj,Novus,21.3,7.9,5.9,4.6,42.5,5.5,6,,,3.3,3,10.1,2 maj,14-27 april,2000
,,,,,,,,,,,,,,,,,
2008,April,Synovate,22,7.8,5.8,4.7,44.8,6,5.6,,,2.9,0.5,17.3,25-Apr,10-23 april,1959
2008,April,Sifo,22.8,6.9,6.7,4.8,41.4,6.7,6.6,,,2.9,1.2,14.1,13-Apr,31 mars - 10 april,1917
2008,April,Skop,24.3,7,7.5,5.7,38.8,4.4,6.3,,,3.2,2.7,6,06-Apr,1 mars - 4 april,1066
2008,April,Demoskop,26.1,6.8,5,3.3,43.4,3.9,7.4,,,3.1,1,13.4,06-Apr,26 mars - 2 april,1001
,,,,,,,,,,,,,,,,,
2008,Mars,Synovate,24.5,6.8,6.3,4,42.5,6.1,6.2,,,2,1.5,18.8,29 mars,13-26 mars,1961
2008,Mars,Novus,21.3,6.3,6.8,4.3,42,4.5,6.5,,,3.6,4.7,9.9,,10-23 marts,2000
2008,Mars,Sifo,22,7.6,5.8,4.5,43.3,5.7,7,,,3.7,0.6,14.6,16 mars,3-13 mars,1919
2008,Mars,Demoskop,23.1,8.3,6.3,3.2,44.4,3.3,7.7,,,2.5,1.2,10.4,10 mars,27 febr - 5 mars,1003
2008,Mars,Novus,21.4,6.7,6.2,4.1,43.7,5.6,5.8,,,3.3,3.2,10.2,1 mars,11-24 febr,2000
,,,,,,,,,,,,,,,,,
2008,Februari,Synovate,22.6,7.8,6.8,3,43.7,5.1,6.4,,,3,1.5,17,29-Feb,14-27 febr,1962
2008,Februari,Sifo,21.4,6.6,6,4.2,45.5,5.5,6.6,,,2.9,1.3,15.5,17-Feb,4-14 febr,1905
2008,Februari,Skop,23.5,8.8,6.7,5.4,40.7,5.4,6,,,2.8,0.7,10,14-Feb,21 jan - 13 febr,1024
2008,Februari,Demoskop,25.1,5.8,6.3,3.9,43.6,5.6,5.7,,,3.2,0.9,11.4,10-Feb,30 jan-6 febr,1007
2008,Februari,Novus,21.4,6.7,6.2,4.1,43.7,5.6,5.8,,,2.8,3.7,10.2,,,
2008,Februari,Sentio,19,6.5,5.1,4.4,46.2,6.1,5.9,,,3.4,3.4,20.1,02-Feb,3-17 dec,1900
,,,,,,,,,,,,,,,,,
2008,Januari,Synovate,21.7,6.9,5.9,3.4,46.8,5.6,6,,,2.1,1.5,18.9,25-Jan,10-23 jan,2000
2008,Januari,Novus,20.4,6.7,6.3,4.1,43.6,6.3,6.1,,,3.1,3.4,11.9,,,
2008,Januari,Sifo,20.4,7.4,6.8,5.3,43.1,6,7.2,,,2.9,0.9,15.6,20-Jan,7-17 jan,1906
2008,Januari,Demoskop,20.7,9.3,5.6,3,44.3,5.8,7.5,,,2.8,1,9.2,13-Jan,2 - 9 jan,1015
2008,Januari,Skop,23.9,7.3,6.7,4.7,40.4,5.6,6.2,,,3.7,1.4,7,07-Jan,1 - 28 dec,1018
,,,,,,,,,,,,,,,,,
2007,December,Synovate,21.8,6.6,6.5,4.2,46.7,4.8,5.6,,,2.9,1,17.4,22-Dec,10-18 dec,1467
2007,December,Novus,21.9,5.9,6.1,4,43.6,5.9,6.6,,,3.4,2.5,11.6,,,
2007,December,Sentio,20.8,5.2,4.7,4,47.1,5.2,6.3,,,3.3,3.3,20.3,20-Dec,3-17 dec,1900
2007,December,Sifo,22.6,7.4,7.1,4.2,44.1,5.3,5.6,,,3.1,0.7,15,16-Dec,3-13 dec,1898
2007,December,Demoskop,25.9,7.3,6.2,3.9,41.8,4.2,7,,,3.1,0.7,11.5,10-Dec,29 nov - 6 dec,1005
2007,December,SCB,22.6,6.5,6.2,4.6,45.9,5.1,5.2,,,,3.9,,,,
,,,,,,,,,,,,,,,,,
2007,November,Synovate,21.6,6.6,6,4.4,46.2,5,6,,,2.8,1.2,16.4,30-Nov,14-28 nov,2230
2007,November,Novus,20.3,7,6.5,4.4,43,6.1,6.4,,,3.4,2.8,12,,,
2007,November,Sifo,21.1,7.5,7.6,5,42.8,4.9,6.7,,,3.4,1,14.6,18-Nov,5 - 15 nov,1895
2007,November,Demoskop,23.8,8.6,6.2,3,43.3,5.5,6.7,,,2.3,0.7,12.3,14-Nov,31 okt - 8 nov,1037
2007,November,Skop,22.9,8.8,8.3,4.7,39.1,5.8,6.8,,,2.8,0.8,8,12-Nov,17 okt - 5 nov,1012
2007,November,Synovate,23.1,7.2,5.5,4.7,43.7,5.1,6.8,,,2.3,1.6,19,07-Nov,24 okt - 5 nov,1701
,,,,,,,,,,,,,,,,,
2007,Oktober,Synovate,23.4,6.7,6.1,4,44.3,5.6,5.3,,,3.2,1.4,15,26 okt,8 - 23 okt,2479
2007,Oktober,Sifo,22.7,8.4,7.2,3.9,42.8,4.3,6.2,,,3.5,1,13.4,14 okt,1 - 11 okt,1905
2007,Oktober,Demoskop,26.2,9.6,4.9,3.2,40.6,5.1,6.3,,,3,1.1,10.5,8 okt,27 sept - 4 okt,1010
,,,,,,,,,,,,,,,,,
2007,September,Novus,21.6,8,5.8,4,41.4,6.6,6.7,,,3.3,2.6,10.6,,10-23 sept,2000
2007,September,Synovate,23.8,6.8,5.7,3.9,44.6,5.8,5.6,,,2.3,1.5,16.1,28-Sep,12 - 26 sept,2209
2007,September,Sifo,23,7.8,6.3,4.8,42.7,4.7,5.9,,,3.5,1.2,14,16-Sep,3-13 sept,1887
2007,September,Skop,24.8,7.7,7.3,6.2,38.3,5.9,6.4,,,3,0.4,11,12-Sep,19 aug - 6 sept,1208
2007,September,Demoskop,25.8,7.6,5.6,3.5,41.3,4.5,7.5,,,,4.3,10.3,07-Sep,30 aug - 5 sept,1003
,,,,,,,,,,,,,,,,,
2007,Augusti,Novus,23.9,6.9,6.2,3.4,40.4,6.8,6.7,,,3.5,2.1,11.6,,13 - 26 aug,2000
2007,Augusti,Temo,25.3,6.2,5.9,4.9,41.6,5.6,6.1,,,3.3,1,17.6,31-Aug,20 - 20 aug,1751
2007,Augusti,Sifo,24.8,6.7,7.1,5.3,39.7,5.4,6.6,,,3.7,0.7,14.5,19-Aug,6 -16 aug,1924
2007,Augusti,Demoskop,27,5.2,5.6,3.5,44,6.1,5.9,,,,2.7,11.8,13-Aug,31 juli - 6 aug,1003
,,,,,,,,,,,,,,,,,
2007,Juli,Demoskop,29.2,6.4,5.5,3.4,42,5,5.8,,,,2.7,12.3,6 juli,28 juni - 3 juli,1005
,,,,,,,,,,,,,,,,,
2007,Juni,Novus,25.1,5.9,5.8,3.6,42.5,6.3,5.2,,,2.8,2.8,11.1,,11-24 juni,2000
2007,Juni,Skop,27,6.4,6.6,5.4,37.7,6.2,5.9,,,3.1,1.8,9,,,1114
2007,Juni,Temo,24.8,6,6.7,4.8,41.9,5.9,5.6,,,3,1.2,15.1,24 juni,7 - 20 juni,2206
2007,Juni,Sifo,25.3,6.6,7.1,3.8,40.9,4.6,7.2,,,3.4,1.2,12.6,17 juni,4 - 14 juni,1887
